*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat Aug 31 13:58:33 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Moon (301)                      {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Jul-22 09:31:00.0000 TDB
Stop  time      : A.D. 2019-Sep-03 12:41:00.0000 TDB
Step-size       : 5 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 1737.4 x 1737.4 x 1737.4 km     {Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2458686.931250000, A.D. 2019-Jul-22 10:21:00.0000, -4.028441704257217E+05,  8.643709659650631E+02,  3.546269449712685E+04,  1.801765006352654E-02, -9.681134068618009E-01,  2.499630373579159E-02,  1.348943162848417E+00,  4.044029864926213E+05, -1.782548193596717E-02,
2458686.934722222, A.D. 2019-Jul-22 10:26:00.0000, -4.028386543346243E+05,  5.739376074317952E+02,  3.547018359112984E+04,  1.875629436789973E-02, -9.681088954160328E-01,  2.493098688873019E-02,  1.348925302131131E+00,  4.043976319842843E+05, -1.787124165174855E-02,
2458686.938194444, A.D. 2019-Jul-22 10:31:00.0000, -4.028329166468481E+05,  2.835056814837208E+02,  3.547765308762425E+04,  1.949496120103942E-02, -9.681038562875430E-01,  2.486565368328697E-02,  1.348907395618430E+00,  4.043922637468275E+05, -1.791700939516267E-02,
2458686.941666667, A.D. 2019-Jul-22 10:36:00.0000, -4.028269573556838E+05, -6.924653568734357E+00,  3.548510298170680E+04,  2.023365023301126E-02, -9.680982894391510E-01,  2.480030414771750E-02,  1.348889443302299E+00,  4.043868817778478E+05, -1.796278513213311E-02,
2458686.945138889, A.D. 2019-Jul-22 10:41:00.0000, -4.028207764545214E+05, -2.973532394040667E+02,  3.549253326848269E+04,  2.097236113384064E-02, -9.680921948337997E-01,  2.473493831028467E-02,  1.348871445174756E+00,  4.043814860749522E+05, -1.800856882854737E-02,
2458686.948611111, A.D. 2019-Jul-22 10:46:00.0000, -4.028143739368496E+05, -5.877799176896278E+02,  3.549994394306561E+04,  2.171109357351273E-02, -9.680855724345541E-01,  2.466955619925787E-02,  1.348853401227853E+00,  4.043760766357582E+05, -1.805436045025725E-02,
2458686.952083333, A.D. 2019-Jul-22 10:51:00.0000, -4.028077497962564E+05, -8.782045300817335E+02,  3.550733500057772E+04,  2.244984722197224E-02, -9.680784222046028E-01,  2.460415784291370E-02,  1.348835311453676E+00,  4.043706534578930E+05, -1.810015996307860E-02,
2458686.955555555, A.D. 2019-Jul-22 10:56:00.0000, -4.028009040264285E+05, -1.168626918225658E+03,  3.551470643614965E+04,  2.318862174912344E-02, -9.680707441072559E-01,  2.453874326953542E-02,  1.348817175844345E+00,  4.043652165389945E+05, -1.814596733279148E-02,
2458686.959027778, A.D. 2019-Jul-22 11:01:00.0000, -4.027938366211521E+05, -1.459046923755690E+03,  3.552205824492056E+04,  2.392741682482993E-02, -9.680625381059477E-01,  2.447331250741286E-02,  1.348798994392017E+00,  4.043597658767111E+05, -1.819178252514007E-02,
2458686.962500000, A.D. 2019-Jul-22 11:06:00.0000, -4.027865475743118E+05, -1.749464388295184E+03,  3.552939042203806E+04,  2.466623211891476E-02, -9.680538041642336E-01,  2.440786558484326E-02,  1.348780767088880E+00,  4.043543014687007E+05, -1.823760550583279E-02,
2458686.965972222, A.D. 2019-Jul-22 11:11:00.0000, -4.027790368798919E+05, -2.039879153456557E+03,  3.553670296265825E+04,  2.540506730116003E-02, -9.680445422457931E-01,  2.434240253013054E-02,  1.348762493927156E+00,  4.043488233126322E+05, -1.828343624054220E-02,
2458686.969444444, A.D. 2019-Jul-22 11:16:00.0000, -4.027713045319753E+05, -2.330291060841364E+03,  3.554399586194575E+04,  2.614392204130707E-02, -9.680347523144283E-01,  2.427692337158555E-02,  1.348744174899104E+00,  4.043433314061843E+05, -1.832927469490511E-02,
2458686.972916667, A.D. 2019-Jul-22 11:21:00.0000, -4.027633505247443E+05, -2.620699952040310E+03,  3.555126911507365E+04,  2.688279600905617E-02, -9.680244343340627E-01,  2.421142813752586E-02,  1.348725809997017E+00,  4.043378257470467E+05, -1.837512083452257E-02,
2458686.976388889, A.D. 2019-Jul-22 11:26:00.0000, -4.027551748524802E+05, -2.911105668633312E+03,  3.555852271722355E+04,  2.762168887406663E-02, -9.680135882687440E-01,  2.414591685627626E-02,  1.348707399213220E+00,  4.043323063329186E+05, -1.842097462495990E-02,
2458686.979861111, A.D. 2019-Jul-22 11:31:00.0000, -4.027467775095632E+05, -3.201508052189485E+03,  3.556575666358553E+04,  2.836060030595648E-02, -9.680022140826415E-01,  2.408038955616815E-02,  1.348688942540076E+00,  4.043267731615100E+05, -1.846683603174672E-02,
2458686.983333333, A.D. 2019-Jul-22 11:36:00.0000, -4.027381584904730E+05, -3.491906944267241E+03,  3.557297094935820E+04,  2.909952997430253E-02, -9.679903117400485E-01,  2.401484626554001E-02,  1.348670439969979E+00,  4.043212262305415E+05, -1.851270502037687E-02,
2458686.986805555, A.D. 2019-Jul-22 11:41:00.0000, -4.027293177897880E+05, -3.782302186414312E+03,  3.558016556974864E+04,  2.983847754864020E-02, -9.679778812053799E-01,  2.394928701273746E-02,  1.348651891495360E+00,  4.043156655377431E+05, -1.855858155630847E-02,
2458686.990277778, A.D. 2019-Jul-22 11:46:00.0000, -4.027202554021862E+05, -4.072693620167711E+03,  3.558734051997246E+04,  3.057744269846342E-02, -9.679649224431732E-01,  2.388371182611260E-02,  1.348633297108683E+00,  4.043100910808563E+05, -1.860446560496411E-02,
2458686.993750000, A.D. 2019-Jul-22 11:51:00.0000, -4.027109713224444E+05, -4.363081087053919E+03,  3.559449579525376E+04,  3.131642509322459E-02, -9.679514354180895E-01,  2.381812073402489E-02,  1.348614656802448E+00,  4.043045028576322E+05, -1.865035713173049E-02,
2458686.997222222, A.D. 2019-Jul-22 11:56:00.0000, -4.027014655454389E+05, -4.653464428588753E+03,  3.560163139082516E+04,  3.205542440233446E-02, -9.679374200949122E-01,  2.375251376484044E-02,  1.348595970569189E+00,  4.042989008658329E+05, -1.869625610195892E-02,
2458687.000694444, A.D. 2019-Jul-22 12:01:00.0000, -4.026917380661446E+05, -4.943843486277548E+03,  3.560874730192779E+04,  3.279444029516193E-02, -9.679228764385475E-01,  2.368689094693288E-02,  1.348577238401475E+00,  4.042932851032303E+05, -1.874216248096481E-02,
2458687.004166667, A.D. 2019-Jul-22 12:06:00.0000, -4.026817888796364E+05, -5.234218101615070E+03,  3.561584352381129E+04,  3.353347244103415E-02, -9.679078044140238E-01,  2.362125230868223E-02,  1.348558460291910E+00,  4.042876555676069E+05, -1.878807623402823E-02,
2458687.007638889, A.D. 2019-Jul-22 12:11:00.0000, -4.026716179810878E+05, -5.524588116085666E+03,  3.562292005173381E+04,  3.427252050923620E-02, -9.678922039864929E-01,  2.355559787847572E-02,  1.348539636233130E+00,  4.042820122567559E+05, -1.883399732639339E-02,
2458687.011111111, A.D. 2019-Jul-22 12:16:00.0000, -4.026612253657717E+05, -5.814953371163196E+03,  3.562997688096202E+04,  3.501158416901115E-02, -9.678760751212290E-01,  2.348992768470759E-02,  1.348520766217810E+00,  4.042763551684807E+05, -1.887992572326914E-02,
2458687.014583333, A.D. 2019-Jul-22 12:21:00.0000, -4.026506110290603E+05, -6.105313708311158E+03,  3.563701400677112E+04,  3.575066308955992E-02, -9.678594177836286E-01,  2.342424175577895E-02,  1.348501850238657E+00,  4.042706843005950E+05, -1.892586138982867E-02,
2458687.018055555, A.D. 2019-Jul-22 12:26:00.0000, -4.026397749664250E+05, -6.395668968982696E+03,  3.564403142444481E+04,  3.648975694004120E-02, -9.678422319392116E-01,  2.335854012009841E-02,  1.348482888288415E+00,  4.042649996509233E+05, -1.897180429120957E-02,
2458687.021527778, A.D. 2019-Jul-22 12:31:00.0000, -4.026287171734364E+05, -6.686018994620574E+03,  3.565102912927534E+04,  3.722886538957115E-02, -9.678245175536201E-01,  2.329282280608075E-02,  1.348463880359860E+00,  4.042593012173003E+05, -1.901775439251398E-02,
2458687.025000000, A.D. 2019-Jul-22 12:36:00.0000, -4.026174376457645E+05, -6.976363626657316E+03,  3.565800711656347E+04,  3.796798810722370E-02, -9.678062745926199E-01,  2.322708984214888E-02,  1.348444826445805E+00,  4.042535889975713E+05, -1.906371165880852E-02,
2458687.028472222, A.D. 2019-Jul-22 12:41:00.0000, -4.026059363791784E+05, -7.266702706515198E+03,  3.566496538161849E+04,  3.870712476203006E-02, -9.677875030220977E-01,  2.316134125673169E-02,  1.348425726539098E+00,  4.042478629895920E+05, -1.910967605512423E-02,
2458687.031944444, A.D. 2019-Jul-22 12:46:00.0000, -4.025942133695466E+05, -7.557036075606224E+03,  3.567190391975820E+04,  3.944627502297886E-02, -9.677682028080647E-01,  2.309557707826559E-02,  1.348406580632621E+00,  4.042421231912287E+05, -1.915564754645685E-02,
2458687.035416667, A.D. 2019-Jul-22 12:51:00.0000, -4.025822686128371E+05, -7.847363575332291E+03,  3.567882272630898E+04,  4.018543855901596E-02, -9.677483739166540E-01,  2.302979733519439E-02,  1.348387388719293E+00,  4.042363696003581E+05, -1.920162609776644E-02,
2458687.038888889, A.D. 2019-Jul-22 12:56:00.0000, -4.025701021051168E+05, -8.137685047085104E+03,  3.568572179660570E+04,  4.092461503904433E-02, -9.677280163141212E-01,  2.296400205596827E-02,  1.348368150792064E+00,  4.042306022148676E+05, -1.924761167397779E-02,
2458687.042361111, A.D. 2019-Jul-22 13:01:00.0000, -4.025577138425524E+05, -8.428000332246289E+03,  3.569260112599179E+04,  4.166380413192399E-02, -9.677071299668450E-01,  2.289819126904491E-02,  1.348348866843924E+00,  4.042248210326548E+05, -1.929360423998016E-02,
2458687.045833333, A.D. 2019-Jul-22 13:06:00.0000, -4.025451038214095E+05, -8.718309272187391E+03,  3.569946070981921E+04,  4.240300550647190E-02, -9.676857148413274E-01,  2.283236500288927E-02,  1.348329536867896E+00,  4.042190260516281E+05, -1.933960376062738E-02,
2458687.049305555, A.D. 2019-Jul-22 13:11:00.0000, -4.025322720380534E+05, -9.008611708269924E+03,  3.570630054344845E+04,  4.314221883146195E-02, -9.676637709041915E-01,  2.276652328597273E-02,  1.348310160857037E+00,  4.042132172697064E+05, -1.938561020073811E-02,
2458687.052777778, A.D. 2019-Jul-22 13:16:00.0000, -4.025192184889487E+05, -9.298907481845426E+03,  3.571312062224856E+04,  4.388144377562458E-02, -9.676412981221851E-01,  2.270066614677457E-02,  1.348290738804441E+00,  4.042073946848193E+05, -1.943162352509523E-02,
2458687.056250000, A.D. 2019-Jul-22 13:21:00.0000, -4.025059431706593E+05, -9.589196434255433E+03,  3.571992094159713E+04,  4.462068000764700E-02, -9.676182964621773E-01,  2.263479361378046E-02,  1.348271270703236E+00,  4.042015582949065E+05, -1.947764369844666E-02,
2458687.059722222, A.D. 2019-Jul-22 13:26:00.0000, -4.024924460798485E+05, -9.879478406831620E+03,  3.572670149688030E+04,  4.535992719617300E-02, -9.675947658911608E-01,  2.256890571548370E-02,  1.348251756546587E+00,  4.041957080979188E+05, -1.952367068550474E-02,
2458687.063194444, A.D. 2019-Jul-22 13:31:00.0000, -4.024787272132791E+05, -1.016975324089575E+04,  3.573346228349274E+04,  4.609918500980264E-02, -9.675707063762503E-01,  2.250300248038473E-02,  1.348232196327692E+00,  4.041898440918174E+05, -1.956970445094649E-02,
2458687.066666667, A.D. 2019-Jul-22 13:36:00.0000, -4.024647865678132E+05, -1.046002077775971E+04,  3.574020329683770E+04,  4.683845311709252E-02, -9.675461178846843E-01,  2.243708393699051E-02,  1.348212590039787E+00,  4.041839662745739E+05, -1.961574495941385E-02,
2458687.070138889, A.D. 2019-Jul-22 13:41:00.0000, -4.024506241404126E+05, -1.075028085872563E+04,  3.574692453232696E+04,  4.757773118655528E-02, -9.675210003838227E-01,  2.237115011381591E-02,  1.348192937676141E+00,  4.041780746441709E+05, -1.966179217551315E-02,
2458687.073611111, A.D. 2019-Jul-22 13:46:00.0000, -4.024362399281382E+05, -1.104053332508582E+04,  3.575362598538087E+04,  4.831701888665985E-02, -9.674953538411495E-01,  2.230520103938244E-02,  1.348173239230059E+00,  4.041721691986014E+05, -1.970784606381572E-02,
2458687.077083333, A.D. 2019-Jul-22 13:51:00.0000, -4.024216339281507E+05, -1.133077801812289E+04,  3.576030765142832E+04,  4.905631588583113E-02, -9.674691782242708E-01,  2.223923674221895E-02,  1.348153494694883E+00,  4.041662499358690E+05, -1.975390658885746E-02,
2458687.080555555, A.D. 2019-Jul-22 13:56:00.0000, -4.024068061377100E+05, -1.162101477910974E+04,  3.576696952590677E+04,  4.979562185244994E-02, -9.674424735009156E-01,  2.217325725086167E-02,  1.348133704063990E+00,  4.041603168539880E+05, -1.979997371513911E-02,
2458687.084027778, A.D. 2019-Jul-22 14:01:00.0000, -4.023917565541756E+05, -1.191124344930958E+04,  3.577361160426227E+04,  5.053493645485285E-02, -9.674152396389359E-01,  2.210726259385382E-02,  1.348113867330790E+00,  4.041543699509833E+05, -1.984604740712607E-02,
2458687.087500000, A.D. 2019-Jul-22 14:06:00.0000, -4.023764851750066E+05, -1.220146386997603E+04,  3.578023388194937E+04,  5.127425936133233E-02, -9.673874766063060E-01,  2.204125279974550E-02,  1.348093984488731E+00,  4.041484092248906E+05, -1.989212762924877E-02,
2458687.090972222, A.D. 2019-Jul-22 14:11:00.0000, -4.023609919977616E+05, -1.249167588235310E+04,  3.578683635443126E+04,  5.201359024013637E-02, -9.673591843711236E-01,  2.197522789709472E-02,  1.348074055531298E+00,  4.041424346737562E+05, -1.993821434590230E-02,
2458687.094444444, A.D. 2019-Jul-22 14:16:00.0000, -4.023452770200985E+05, -1.278187932767527E+04,  3.579341901717964E+04,  5.275292875946851E-02, -9.673303629016089E-01,  2.190918791446606E-02,  1.348054080452008E+00,  4.041364462956372E+05, -1.998430752144653E-02,
2458687.097916667, A.D. 2019-Jul-22 14:21:00.0000, -4.023293402397751E+05, -1.307207404716746E+04,  3.579998186567480E+04,  5.349227458748768E-02, -9.673010121661049E-01,  2.184313288043149E-02,  1.348034059244416E+00,  4.041304440886011E+05, -2.003040712020636E-02,
2458687.101388889, A.D. 2019-Jul-22 14:26:00.0000, -4.023131816546483E+05, -1.336225988204517E+04,  3.580652489540562E+04,  5.423162739230813E-02, -9.672711321330777E-01,  2.177706282357039E-02,  1.348013991902112E+00,  4.041244280507264E+05, -2.007651310647134E-02,
2458687.104861111, A.D. 2019-Jul-22 14:31:00.0000, -4.022968012626752E+05, -1.365243667351443E+04,  3.581304810186952E+04,  5.497098684199940E-02, -9.672407227711162E-01,  2.171097777246939E-02,  1.347993878418723E+00,  4.041183981801021E+05, -2.012262544449606E-02,
2458687.108333333, A.D. 2019-Jul-22 14:36:00.0000, -4.022801990619119E+05, -1.394260426277183E+04,  3.581955148057253E+04,  5.571035260458605E-02, -9.672097840489318E-01,  2.164487775572205E-02,  1.347973718787909E+00,  4.041123544748281E+05, -2.016874409850003E-02,
2458687.111805555, A.D. 2019-Jul-22 14:41:00.0000, -4.022633750505144E+05, -1.423276249100465E+04,  3.582603502702925E+04,  5.644972434804773E-02, -9.671783159353593E-01,  2.157876280192955E-02,  1.347953513003369E+00,  4.041062969330149E+05, -2.021486903266757E-02,
2458687.115277778, A.D. 2019-Jul-22 14:46:00.0000, -4.022463292267382E+05, -1.452291119939080E+04,  3.583249873676284E+04,  5.718910174031893E-02, -9.671463183993558E-01,  2.151263293969990E-02,  1.347933261058836E+00,  4.041002255527841E+05, -2.026100021114806E-02,
2458687.118750000, A.D. 2019-Jul-22 14:51:00.0000, -4.022290615889385E+05, -1.481305022909892E+04,  3.583894260530508E+04,  5.792848444928895E-02, -9.671137914100021E-01,  2.144648819764899E-02,  1.347912962948079E+00,  4.040941403322674E+05, -2.030713759805564E-02,
2458687.122222222, A.D. 2019-Jul-22 14:56:00.0000, -4.022115721355701E+05, -1.510317942128839E+04,  3.584536662819631E+04,  5.866787214280184E-02, -9.670807349365012E-01,  2.138032860439931E-02,  1.347892618664903E+00,  4.040880412696079E+05, -2.035328115746966E-02,
2458687.125694444, A.D. 2019-Jul-22 15:01:00.0000, -4.021938608651876E+05, -1.539329861710934E+04,  3.585177080098547E+04,  5.940726448865625E-02, -9.670471489481793E-01,  2.131415418858135E-02,  1.347872228203150E+00,  4.040819283629593E+05, -2.039943085343433E-02,
2458687.129166667, A.D. 2019-Jul-22 15:06:00.0000, -4.021759277764449E+05, -1.568340765770275E+04,  3.585815511923007E+04,  6.014666115460525E-02, -9.670130334144852E-01,  2.124796497883236E-02,  1.347851791556697E+00,  4.040758016104858E+05, -2.044558664995889E-02,
2458687.132638889, A.D. 2019-Jul-22 15:11:00.0000, -4.021577728680960E+05, -1.597350638420045E+04,  3.586451957849623E+04,  6.088606180835644E-02, -9.669783883049911E-01,  2.118176100379687E-02,  1.347831308719457E+00,  4.040696610103628E+05, -2.049174851101769E-02,
2458687.136111111, A.D. 2019-Jul-22 15:16:00.0000, -4.021393961389944E+05, -1.626359463772513E+04,  3.587086417435868E+04,  6.162546611757150E-02, -9.669432135893923E-01,  2.111554229212720E-02,  1.347810779685380E+00,  4.040635065607764E+05, -2.053791640054994E-02,
2458687.139583333, A.D. 2019-Jul-22 15:21:00.0000, -4.021207975880931E+05, -1.655367225939046E+04,  3.587718890240071E+04,  6.236487374986653E-02, -9.669075092375065E-01,  2.104930887248274E-02,  1.347790204448450E+00,  4.040573382599232E+05, -2.058409028246012E-02,
2458687.143055555, A.D. 2019-Jul-22 15:26:00.0000, -4.021019772144454E+05, -1.684373909030102E+04,  3.588349375821424E+04,  6.310428437281161E-02, -9.668712752192745E-01,  2.098306077353007E-02,  1.347769583002689E+00,  4.040511561060112E+05, -2.063027012061772E-02,
2458687.146527778, A.D. 2019-Jul-22 15:31:00.0000, -4.020829350172037E+05, -1.713379497155239E+04,  3.588977873739977E+04,  6.384369765393071E-02, -9.668345115047603E-01,  2.091679802394325E-02,  1.347748915342156E+00,  4.040449600972589E+05, -2.067645587885732E-02,
2458687.150000000, A.D. 2019-Jul-22 15:36:00.0000, -4.020636709956204E+05, -1.742383974423126E+04,  3.589604383556642E+04,  6.458311326070180E-02, -9.667972180641510E-01,  2.085052065240389E-02,  1.347728201460944E+00,  4.040387502318955E+05, -2.072264752097856E-02,
2458687.153472222, A.D. 2019-Jul-22 15:41:00.0000, -4.020441851490480E+05, -1.771387324941531E+04,  3.590228904833189E+04,  6.532253086055660E-02, -9.667593948677565E-01,  2.078422868760071E-02,  1.347707441353183E+00,  4.040325265081616E+05, -2.076884501074633E-02,
2458687.156944444, A.D. 2019-Jul-22 15:46:00.0000, -4.020244774769381E+05, -1.800389532817337E+04,  3.590851437132252E+04,  6.606195012088042E-02, -9.667210418860102E-01,  2.071792215822993E-02,  1.347686635013040E+00,  4.040262889243080E+05, -2.081504831189057E-02,
2458687.160416667, A.D. 2019-Jul-22 15:51:00.0000, -4.020045479788426E+05, -1.829390582156543E+04,  3.591471980017323E+04,  6.680137070901222E-02, -9.666821590894672E-01,  2.065160109299496E-02,  1.347665782434717E+00,  4.040200374785969E+05, -2.086125738810651E-02,
2458687.163888889, A.D. 2019-Jul-22 15:56:00.0000, -4.019843966544131E+05, -1.858390457064264E+04,  3.592090533052760E+04,  6.754079229224445E-02, -9.666427464488074E-01,  2.058526552060674E-02,  1.347644883612453E+00,  4.040137721693013E+05, -2.090747220305458E-02,
