*******************************************************************************
 Revised: 2019-Aug-30       Chandrayaan-2 Spacecraft / (Moon)              -152 

 PURPOSE
  The primary objective of ISRO's Chandrayaan-2 is to demonstrate the ability 
  to soft-land on the lunar surface and operate a robotic rover on the surface. 
  Scientific goals include studies of lunar topography, mineralogy, elemental 
  abundance, the lunar exosphere, and signatures of hydroxyl and water ice.

 BACKGROUND
  Chandrayaan-2 launched 2019-July-22 @ 09:13 UTC from Satish Dhawan Space 
  Centre on Sriharikota Island, India. Launch vehicle was a GSLV-MK3.

  Mission consists of an orbiter, a lander ("Vikram") and a rover ("Pragyan")

  After launch into Earth parking orbit (170 x 40400 km altitude), a series
  of maneuvers will progressively raise the apogee of the spacecraft until 
  a subsequent trans-lunar injection burn. Injection to lunar transfer orbit
  will occur 2019-Aug-14.
 
  It was inserted into an initial elliptic lunar orbit on Aug 20 
  (114 x 18072 km) and the first of a sequence of maneuvers executed,
  lowering apoapsis to 4412 km.

  The orbiter will then be placed in a 100 km circular polar orbit with a 
  series of engine burns. Subsequently, the lander will separate and touch 
  down at the predetermined site close to the lunar south pole. 

  Touchdown is to occur 2019-Sep-07 on a high plain between two craters, 
  Manzinus C and Simpelius N, about 70 degrees south of the equator.

  The orbiter mission covers 1 year, in a 100-km circular polar orbit.

  The six-wheeled Pragyan rover, whose name means "wisdom" in Sanskrit, will
  be deployed from a ramp after landing. It is solar-powered and capable of 
  traveling up to 500 meters on the lunar surface at a speed of 1 cm/s. 

  The lander/rover missions are planned for 14-15 days (1 lunar daylight
  interval).

 SPACECRAFT DETAILS
  Launch mass       : 3850 kg
  Lunar orbital mass: 2379 kg (solar arrays ~1000 W
  Lunar lander  mass: 1471 kg (solar arrays ~ 650 W)
  Rover mass        : 27 kg   (solar arrays ~  50 W)

 TRAJECTORY: 
  This is a merge of post-launch trajectory solutions fit to tracking data 
  through 2019-Aug-30 ~16:34 UTC, with a prediction thereafter.

  Trajectory name                             Start (TDB)        Stop (TDB)
  ----------------------------------------- ----------------- -----------------
  ch2o_spk_190722-[190810_od0*]_v*_dsn.V0.* 2019-Jul-22 09:31 2019-Sep-03 12:45
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat Aug 31 13:58:25 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Chandrayaan-2 (spacecraft) (-152) {source: chandrayaan-2_merged}
Center body name: Moon (301)                      {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Jul-22 09:31:00.0000 TDB
Stop  time      : A.D. 2019-Sep-03 12:41:00.0000 TDB
Step-size       : 5 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 1737.4 x 1737.4 x 1737.4 km     {Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2458686.934722222, A.D. 2019-Jul-22 10:26:00.0000, -3.888256175354657E+05, -1.292060853866917E+04,  3.456951961538866E+04,  5.200171782259383E+00, -1.137747480642737E+00, -5.565688283650645E-01,  1.302811662201927E+00,  3.905731105225814E+05, -5.188529054220648E+00,
2458686.938194444, A.D. 2019-Jul-22 10:31:00.0000, -3.872987270972742E+05, -1.323096275008630E+04,  3.440473739674888E+04,  4.981585712491419E+00, -9.369553886485454E-01, -5.419714213844159E-01,  1.297727450668008E+00,  3.890489022498358E+05, -4.975239248238448E+00,
2458686.941666667, A.D. 2019-Jul-22 10:36:00.0000, -3.858352304965745E+05, -1.348582137798416E+04,  3.424432927382158E+04,  4.777350962818325E+00, -7.666264834785503E-01, -5.274449206900635E-01,  1.292849709832196E+00,  3.875865923351808E+05, -4.775690790716033E+00,
2458686.945138889, A.D. 2019-Jul-22 10:41:00.0000, -3.844310026007318E+05, -1.369337916794682E+04,  3.408824610279426E+04,  4.586255650697242E+00, -6.207505074531152E-01, -5.131594238013117E-01,  1.288165253318246E+00,  3.861822276024697E+05, -4.588744028029777E+00,
2458686.948611111, A.D. 2019-Jul-22 10:46:00.0000, -3.830822848263879E+05, -1.386025767642944E+04,  3.393639982014339E+04,  4.407085641490712E+00, -4.947688934696810E-01, -4.992104427429898E-01,  1.283662049283397E+00,  3.848322009959866E+05, -4.413248718266917E+00,
2458686.952083333, A.D. 2019-Jul-22 10:51:00.0000, -3.817856734006449E+05, -1.399187627234023E+04,  3.378868110635420E+04,  4.238697159817834E+00, -3.851702429463757E-01, -4.856478584020548E-01,  1.279329189624597E+00,  3.835332423487061E+05, -4.248116762341937E+00,
2458686.955555555, A.D. 2019-Jul-22 10:56:00.0000, -3.805380932260590E+05, -1.409272189887621E+04,  3.364497023170615E+04,  4.080045280746933E+00, -2.892112148995358E-01, -4.724934465182689E-01,  1.275156810681718E+00,  3.822823946097129E+05, -4.092351434937983E+00,
2458686.959027778, A.D. 2019-Jul-22 11:01:00.0000, -3.793367668436309E+05, -1.416654842149545E+04,  3.350514373997987E+04,  3.930190704978795E+00, -2.047206556319168E-01, -4.597516768087445E-01,  1.271135996734373E+00,  3.810769849132777E+05, -3.945055082198035E+00,
2458686.962500000, A.D. 2019-Jul-22 11:06:00.0000, -3.781791831092197E+05, -1.421652617728227E+04,  3.336907854953270E+04,  3.788296206871553E+00, -1.299598846644447E-01, -4.474164643626116E-01,  1.267258681613766E+00,  3.799145950828303E+05, -3.805426484382829E+00,
2458686.965972222, A.D. 2019-Jul-22 11:11:00.0000, -3.770630677141643E+05, -1.424535574089133E+04,  3.323665443128368E+04,  3.653618575579871E+00, -6.352148880989929E-02, -4.354754375089847E-01,  1.263517555589353E+00,  3.787930337162836E+05, -3.672753627861414E+00,
2458686.969444444, A.D. 2019-Jul-22 11:16:00.0000, -3.759863564069448E+05, -1.425535558945647E+04,  3.310775545670283E+04,  3.525499004614358E+00, -4.254944082428991E-03, -4.239126556690893E-01,  1.259905980486590E+00,  3.777103107389747E+05, -3.546404818652011E+00,
2458686.972916667, A.D. 2019-Jul-22 11:21:00.0000, -3.749471711338914E+05, -1.424853046028014E+04,  3.298227078847709E+04,  3.403353394480182E+00,  4.878878722336663E-02, -4.127103455673921E-01,  1.256417913870868E+00,  3.766646146745798E+05, -3.425819602512129E+00,
2458686.976388889, A.D. 2019-Jul-22 11:26:00.0000, -3.739437990140828E+05, -1.422662524125952E+04,  3.286009505209333E+04,  3.286663254129895E+00,  9.639904505952862E-02, -4.018500081742621E-01,  1.253047842117018E+00,  3.756542925798568E+05, -3.310500187131292E+00,
2458686.979861111, A.D. 2019-Jul-22 11:31:00.0000, -3.729746739115631E+05, -1.419116788555828E+04,  3.274112844025881E+04,  3.174967479068429E+00,  1.392373606896244E-01, -3.913131181756622E-01,  1.249790721664267E+00,  3.746778324333245E+05, -3.200003657069203E+00,
2458686.983333333, A.D. 2019-Jul-22 11:36:00.0000, -3.720383603347695E+05, -1.414350390835245E+04,  3.262527665049661E+04,  3.067855077942447E+00,  1.778620558867712E-01, -3.810815577729781E-01,  1.246641927633562E+00,  3.737338477311238E+05, -3.093935066073056E+00,
2458686.986805555, A.D. 2019-Jul-22 11:41:00.0000, -3.711335393780476E+05, -1.408482435738802E+04,  3.251245072042821E+04,  2.964958816025303E+00,  2.127474108314833E-01, -3.711378764212830E-01,  1.243597208921193E+00,  3.728210640244238E+05, -2.991941386820953E+00,
2458686.990277778, A.D. 2019-Jul-22 11:46:00.0000, -3.702589964419818E+05, -1.401618867529892E+04,  3.240256680347250E+04,  2.865949698745800E+00,  2.442987405398006E-01, -3.614654364021396E-01,  1.240652648944933E+00,  3.719383071514126E+05, -2.893706251298786E+00,
2458686.993750000, A.D. 2019-Jul-22 11:51:00.0000, -3.694136104944174E+05, -1.393854352700290E+04,  3.229554591289381E+04,  2.770532202034405E+00,  2.728643572781199E-01, -3.520484837110200E-01,  1.237804631293490E+00,  3.710844929392592E+05, -2.798945397065491E+00,
2458686.997222222, A.D. 2019-Jul-22 11:56:00.0000, -3.685963446617238E+05, -1.385273841256055E+04,  3.219131365231765E+04,  2.678440154971547E+00,  2.987451399849357E-01, -3.428721704584363E-01,  1.235049809614531E+00,  3.702586181767724E+05, -2.707402731939146E+00,
2458687.000694444, A.D. 2019-Jul-22 12:01:00.0000, -3.678062379692345E+05, -1.375953869942587E+04,  3.208979994462082E+04,  2.589433186437271E+00,  3.222022480358747E-01, -3.339225462818950E-01,  1.232385081168331E+00,  3.694597526859833E+05, -2.618846934612165E+00,
2458687.004166667, A.D. 2019-Jul-22 12:06:00.0000, -3.670423980728144E+05, -1.365963656685727E+04,  3.199093876648392E+04,  2.503293656197274E+00,  3.434633838692145E-01, -3.251865304504882E-01,  1.229807563545374E+00,  3.686870323422589E+05, -2.533068516402684E+00,
2458687.007638889, A.D. 2019-Jul-22 12:11:00.0000, -3.663039948471689E+05, -1.355366024976622E+04,  3.189466789317941E+04,  2.419824000809619E+00,  3.627279116737153E-01, -3.166518724954759E-01,  1.227314574120989E+00,  3.679396529149543E+05, -2.449877278437568E+00,
2458687.011111111, A.D. 2019-Jul-22 12:16:00.0000, -3.655902547159526E+05, -1.344218188846073E+04,  3.180092865623585E+04,  2.338844434191926E+00,  3.801710675518019E-01, -3.083071065911289E-01,  1.224903611881334E+00,  3.672168646189832E+05, -2.369100107315490E+00,
2458687.014583333, A.D. 2019-Jul-22 12:21:00.0000, -3.649004556250068E+05, -1.332572422830849E+04,  3.170966571526932E+04,  2.260190951286120E+00,  3.959474430183868E-01, -3.001415031454234E-01,  1.222572341306464E+00,  3.665179672830796E+05, -2.290579060322010E+00,
2458687.018055555, A.D. 2019-Jul-22 12:26:00.0000, -3.642339225746121E+05, -1.320476636523646E+04,  3.162082684446193E+04,  2.183713590929573E+00,  4.101938834051700E-01, -2.921450198673513E-01,  1.220318578042301E+00,  3.658423060543661E+05, -2.214169698473599E+00,
2458687.021527778, A.D. 2019-Jul-22 12:31:00.0000, -3.635900236384855E+05, -1.307974869511231E+04,  3.153436273357241E+04,  2.109274920628411E+00,  4.230319121896848E-01, -2.843082537612943E-01,  1.218140276130909E+00,  3.651892675700838E+05, -2.139739631874857E+00,
2458687.025000000, A.D. 2019-Jul-22 12:36:00.0000, -3.629681664092662E+05, -1.295107719653271E+04,  3.145022680326855E+04,  2.036748711784274E+00,  4.345697688985081E-01, -2.766223949636309E-01,  1.216035516607047E+00,  3.645582765389265E+05, -2.067167247421028E+00,
2458687.028472222, A.D. 2019-Jul-22 12:41:00.0000, -3.623677948139179E+05, -1.281912714971284E+04,  3.136837503361297E+04,  1.966018778159350E+00,  4.449041303102877E-01, -2.690791829046508E-01,  1.214002497279401E+00,  3.639487926775298E+05, -1.996340592856667E+00,
2458687.031944444, A.D. 2019-Jul-22 12:46:00.0000, -3.617883862583169E+05, -1.268424638100185E+04,  3.128876580566209E+04,  1.896977955415555E+00,  4.541215705905450E-01, -2.616708651262344E-01,  1.212039523567498E+00,  3.633603079634492E+05, -1.927156396050919E+00,
2458687.035416667, A.D. 2019-Jul-22 12:51:00.0000, -3.612294490582708E+05, -1.254675810211121E+04,  3.121135975485783E+04,  1.829527202031500E+00,  4.622998052483221E-01, -2.543901588190203E-01,  1.210145000256752E+00,  3.627923441633821E+05, -1.859519200645662E+00,
2458687.038888889, A.D. 2019-Jul-22 12:56:00.0000, -3.606905201236396E+05, -1.240696340355381E+04,  3.113611963547172E+04,  1.763574805227440E+00,  4.695087551595488E-01, -2.472302150738799E-01,  1.208317424065141E+00,  3.622444506047169E+05, -1.793340602421720E+00,
2458687.042361111, A.D. 2019-Jul-22 13:01:00.0000, -3.601711628681609E+05, -1.226514345324477E+04,  3.106301019560365E+04,  1.699035678034193E+00,  4.758114601384898E-01, -2.401845857713400E-01,  1.206555376934371E+00,  3.617162021642715E+05, -1.728538573121638E+00,
2458687.045833333, A.D. 2019-Jul-22 13:06:00.0000, -3.596709653164838E+05, -1.212156143936721E+04,  3.099199806149337E+04,  1.635830735613086E+00,  4.812648661372715E-01, -2.332471930290879E-01,  1.204857519953521E+00,  3.612071974466501E+05, -1.665036860343459E+00,
2458687.049305555, A.D. 2019-Jul-22 13:11:00.0000, -3.591895383885585E+05, -1.197646429413902E+04,  3.092305163076797E+04,  1.573886340418307E+00,  4.859205059145076E-01, -2.264123009960947E-01,  1.203222587852210E+00,  3.607170571333350E+05, -1.602764453524645E+00,
2458687.052777778, A.D. 2019-Jul-22 13:16:00.0000, -3.587265143410138E+05, -1.183008422710234E+04,  3.085614097377757E+04,  1.513133807589013E+00,  4.898250894789267E-01, -2.196744898749093E-01,  1.201649383997774E+00,  3.602454224828784E+05, -1.541655107768524E+00,
2458687.056250000, A.D. 2019-Jul-22 13:21:00.0000, -3.582815453488449E+05, -1.168264009308981E+04,  3.079123774241201E+04,  1.453508963042313E+00,  4.930210178456087E-01, -2.130286320068323E-01,  1.200136775843082E+00,  3.597919539661925E+05, -1.481646918294259E+00,
2458687.059722222, A.D. 2019-Jul-22 13:26:00.0000, -3.578543022127427E+05, -1.153433861630226E+04,  3.072831508582777E+04,  1.394951747788940E+00,  4.955468313760003E-01, -2.064698698584357E-01,  1.198683690778037E+00,  3.593563300228596E+05, -1.422681939296857E+00,
2458687.063194444, A.D. 2019-Jul-22 13:31:00.0000, -3.574444731785980E+05, -1.138537548812423E+04,  3.066734757246327E+04,  1.337405862672423E+00,  4.974376021538190E-01, -1.999935957194870E-01,  1.197289112341450E+00,  3.589382459254814E+05, -1.364705841642850E+00,
2458687.066666667, A.D. 2019-Jul-22 13:36:00.0000, -3.570517628584515E+05, -1.123593635507803E+04,  3.060831111795663E+04,  1.280818449256575E+00,  4.987252781687908E-01, -1.935954330744232E-01,  1.195952076759110E+00,  3.585374127418182E+05, -1.307667605324733E+00,
2458687.070138889, A.D. 2019-Jul-22 13:41:00.0000, -3.566758912420601E+05, -1.108619770952899E+04,  3.055118291838287E+04,  1.225139802021497E+00,  4.994389860999056E-01, -1.872712193857389E-01,  1.194671669773122E+00,  3.581535563842485E+05, -1.251519241997409E+00,
2458687.073611111, A.D. 2019-Jul-22 13:46:00.0000, -3.563165927907093E+05, -1.093632769528009E+04,  3.049594138848268E+04,  1.170323108595849E+00,  4.996052982323390E-01, -1.810169902336438E-01,  1.193447023735821E+00,  3.577864167385460E+05, -1.196215544471358E+00,
2458687.077083333, A.D. 2019-Jul-22 13:51:00.0000, -3.559736156051173E+05, -1.078648683781361E+04,  3.044256610445473E+04,  1.116324214717519E+00,  4.992484682862636E-01, -1.748289646716499E-01,  1.192277314942036E+00,  3.574357468641130E+05, -1.141713859978424E+00,
2458687.080555555, A.D. 2019-Jul-22 13:56:00.0000, -3.556467206603747E+05, -1.063682870775438E+04,  3.039103775095114E+04,  1.063101411185078E+00,  4.983906402010089E-01, -1.687035316973514E-01,  1.191161761177072E+00,  3.571013122588833E+05, -1.087973884581053E+00,
2458687.084027778, A.D. 2019-Jul-22 14:01:00.0000, -3.553356811020132E+05, -1.048750052571348E+04,  3.034133807201504E+04,  1.010615240711536E+00,  4.970520333147141E-01, -1.626372377947371E-01,  1.190099619461555E+00,  3.567828901832440E+05, -1.034957476734332E+00,
2458687.087500000, A.D. 2019-Jul-22 14:06:00.0000, -3.550402815971351E+05, -1.033864371425110E+04,  3.029344982557323E+04,  9.588283215705694E-01,  4.952511069292956E-01, -1.566267752903719E-01,  1.189090183973515E+00,  3.564802690370923E+05, -9.826284869626434E-01,
2458687.090972222, A.D. 2019-Jul-22 14:11:00.0000, -3.547603177364105E+05, -1.019039440390523E+04,  3.024735674136067E+04,  9.077051873503357E-01,  4.930047067494128E-01, -1.506689716417041E-01,  1.188132784134500E+00,  3.561932477860652E+05, -9.309526030499460E-01,
2458687.094444444, A.D. 2019-Jul-22 14:16:00.0000, -3.544955954814426E+05, -1.004288389676865E+04,  3.020304348182774E+04,  8.572121404008778E-01,  4.903281953925215E-01, -1.447607794579823E-01,  1.187226782841727E+00,  3.559216354315536E+05, -8.798972083831889E-01,
2458687.097916667, A.D. 2019-Jul-22 14:21:00.0000, -3.542459306547630E+05, -9.896239093979404E+03,  3.016049560604704E+04,  8.073171178311312E-01,  4.872355688523042E-01, -1.388992672255825E-01,  1.186371574837902E+00,  3.556652505219855E+05, -8.294312523642745E-01,
2458687.101388889, A.D. 2019-Jul-22 14:26:00.0000, -3.540111484680641E+05, -9.750582889736132E+03,  3.011969953625544E+04,  7.579895686630351E-01,  4.837395605289324E-01, -1.330816106658693E-01,  1.185566585204327E+00,  3.554239207010717E+05, -7.795251315436210E-01,
2458687.104861111, A.D. 2019-Jul-22 14:31:00.0000, -3.537910830857512E+05, -9.606034535969718E+03,  3.008064252690368E+04,  7.092003413712016E-01,  4.798517342143971E-01, -1.273050847294488E-01,  1.184811267968061E+00,  3.551974822902416E+05, -7.301505807498772E-01,
2458687.108333333, A.D. 2019-Jul-22 14:36:00.0000, -3.535855772207314E+05, -9.462709980022923E+03,  3.004331263599315E+04,  6.609215797469395E-01,  4.755825673103066E-01, -1.215670559908544E-01,  1.184105104813134E+00,  3.549857799022770E+05, -6.812805721807187E-01,
2458687.111805555, A.D. 2019-Jul-22 14:41:00.0000, -3.533944817606635E+05, -9.320722179948112E+03,  3.000769869873141E+04,  6.131266275479392E-01,  4.709415252776637E-01, -1.158649756275329E-01,  1.183447603890443E+00,  3.547886660845263E+05, -6.328892229633754E-01,
2458687.115277778, A.D. 2019-Jul-22 14:46:00.0000, -3.532176554211474E+05, -9.180181397404805E+03,  2.997379030310287E+04,  5.657899402146098E-01,  4.659371282617305E-01, -1.101963727919621E-01,  1.182838298714606E+00,  3.546060009881898E+05, -5.849517094828900E-01,
2458687.118750000, A.D. 2019-Jul-22 14:51:00.0000, -3.530549644246541E+05, -9.041195472212345E+03,  2.994157776742738E+04,  5.188870032825526E-01,  4.605770107065887E-01, -1.045588483856434E-01,  1.182276747144255E+00,  3.544376520626208E+05, -5.374441881380557E-01,
2458687.122222222, A.D. 2019-Jul-22 14:56:00.0000, -3.529062822030410E+05, -8.903870080098774E+03,  2.991105211974085E+04,  4.723942567950457E-01,  4.548679746559480E-01, -9.895006919182535E-02,  1.181762530438813E+00,  3.542834937725516E+05, -4.903437218498218E-01,
2458687.125694444, A.D. 2019-Jul-22 15:01:00.0000, -3.527714891218104E+05, -8.768308975016571E+03,  2.988220507885796E+04,  4.262890250785916E-01,  4.488160373290866E-01, -9.336776232647397E-02,  1.181295252385760E+00,  3.541434073364572E+05, -4.436282117030499E-01,
2458687.129166667, A.D. 2019-Jul-22 15:06:00.0000, -3.526504722247252E+05, -8.634614218061901E+03,  2.985502903706460E+04,  3.805494514588831E-01,  4.424264735784015E-01, -8.780970998473021E-02,  1.180874538494071E+00,  3.540172804847533E+05, -3.972763333185083E-01,
2458687.132638889, A.D. 2019-Jul-22 15:11:00.0000, -3.525431249973335E+05, -8.502886394320074E+03,  2.982951704434281E+04,  3.351544373787694E-01,  4.357038536190982E-01, -8.227374444854577E-02,  1.180500035249159E+00,  3.539050072364320E+05, -3.512674774290607E-01,
2458687.136111111, A.D. 2019-Jul-22 15:16:00.0000, -3.524493471482285E+05, -8.373224819469802E+03,  2.980566279408890E+04,  2.900835855823604E-01,  4.286520764923775E-01, -7.675774333716208E-02,  1.180171409425648E+00,  3.538064876930394E+05, -3.055816943392730E-01,
2458687.139583333, A.D. 2019-Jul-22 15:21:00.0000, -3.523690444066715E+05, -8.245727736379398E+03,  2.978346061018011E+04,  2.453171468967502E-01,  4.212743995991952E-01, -7.125962506647221E-02,  1.179888347453489E+00,  3.537216278486396E+05, -2.601996418088067E-01,
2458687.143055555, A.D. 2019-Jul-22 15:26:00.0000, -3.523021283357088E+05, -8.120492503464331E+03,  2.976290543538127E+04,  2.008359702996832E-01,  4.135734646226891E-01, -6.577734449630954E-02,  1.179650554834743E+00,  3.536503394149714E+05, -2.151025360584163E-01,
2458687.146527778, A.D. 2019-Jul-22 15:31:00.0000, -3.522485161599549E+05, -7.997615776541363E+03,  2.974399282109003E+04,  1.566214558277787E-01,  4.055513201051757E-01, -6.030888871886479E-02,  1.179457755608497E+00,  3.535925396610346E+05, -1.702721054602438E-01,
2458687.150000000, A.D. 2019-Jul-22 15:36:00.0000, -3.522081306068493E+05, -7.877193683037984E+03,  2.972671891822139E+04,  1.126555104913540E-01,  3.972094409449000E-01, -5.485227305280174E-02,  1.179309691859887E+00,  3.535481512658982E+05, -1.256905470887884E-01,
2458687.153472222, A.D. 2019-Jul-22 15:41:00.0000, -3.521808997609560E+05, -7.759321991873647E+03,  2.971108046935485E+04,  6.892050638628956E-02,  3.885487449794225E-01, -4.940553712117139E-02,  1.179206123272173E+00,  3.535171021844157E+05, -8.134048532389325E-02,
2458687.156944444, A.D. 2019-Jul-22 15:46:00.0000, -3.521667569304314E+05, -7.644096278494593E+03,  2.969707480201850E+04,  2.539924106175452E-02,  3.795696068506621E-01, -4.396674105085893E-02,  1.179146826718938E+00,  3.534993255249705E+05, -3.720493257130258E-02,
